,A & N Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra & Nagar Haveli,Daman & Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu & Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Naduv,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Miscellaneous
20210617,"1,34,868","1,24,42,374","4,53,756","50,83,878","1,29,66,370","4,31,975","73,90,770","1,37,685","1,53,062","63,48,923","7,08,456","2,12,98,606","71,29,442","27,40,807","38,55,823","54,25,275","1,78,47,653","1,18,71,793","1,96,687","50,324","1,49,52,782","2,69,23,548","5,56,250","5,62,953","4,10,438","3,82,348","94,78,691","3,68,353","59,73,334","2,02,75,580","3,31,757","1,18,98,338","86,66,330","17,88,932","2,46,15,054","34,75,428","1,84,03,605","32,28,151"
20210618,"1,35,816","1,24,65,114","4,69,078","52,01,172","1,31,54,337","4,39,717","74,38,006","1,41,302","1,56,184","64,26,303","7,26,211","2,15,54,322","72,22,588","27,91,630","39,03,646","55,29,321","1,80,68,620","1,19,71,355","1,98,121","50,773","1,49,71,538","2,71,49,623","5,60,740","5,78,089","4,21,359","3,91,995","96,23,259","3,84,512","60,54,921","2,06,18,313","3,47,321","1,21,04,043","88,42,667","18,57,568","2,50,83,047","35,13,683","1,86,10,960","32,31,529"
20210619,"1,36,693","1,24,93,328","4,78,056","53,19,506","1,35,00,283","4,49,323","75,15,887","1,46,407","1,61,886","65,14,825","7,47,074","2,18,81,230","73,12,835","28,18,212","39,50,718","56,48,570","1,83,92,309","1,20,86,457","1,99,274","51,252","1,50,10,092","2,75,76,177","5,65,130","5,89,885","4,28,680","3,94,958","98,13,584","4,09,937","61,72,578","2,08,58,822","3,58,569","1,24,75,687","90,46,515","19,19,754","2,55,72,580","35,40,957","1,89,20,801","32,34,741"
20210620,"1,36,695","1,39,32,868","4,80,393","53,55,239","1,36,71,362","4,52,809","75,63,476","1,46,576","1,62,060","65,26,767","7,59,938","2,20,80,113","73,54,642","28,19,334","39,68,736","57,73,234","1,84,82,685","1,21,45,793","1,99,275","51,543","1,50,11,955","2,76,99,399","5,65,670","5,90,939","4,28,676","3,99,316","98,38,167","4,18,469","62,70,666","2,12,30,677","3,59,370","1,26,80,121","91,52,608","19,42,646","2,55,93,398","35,55,294","1,90,00,432","32,35,557"
20210621,"1,37,476","1,39,95,490","4,94,098","57,19,444","1,42,30,305","4,59,476","76,54,760","1,50,748","1,66,433","66,02,862","7,75,698","2,25,91,453","78,55,655","29,18,363","40,05,925","58,74,120","1,96,07,865","1,24,08,654","2,00,719","51,969","1,67,08,036","2,80,82,920","5,72,286","6,04,147","4,45,757","4,09,466","1,01,37,051","4,36,106","63,65,480","2,16,92,192","3,71,503","1,30,78,161","93,02,211","20,94,009","2,63,22,777","36,75,578","1,93,28,213","32,38,795"
20210622,"1,40,269","1,40,39,082","5,05,076","59,80,756","1,46,26,412","4,67,243","77,64,903","1,54,725","1,70,112","66,87,456","7,90,702","2,30,28,201","79,79,137","30,39,763","40,46,514","59,86,995","2,00,37,438","1,26,39,661","2,02,312","52,411","1,67,60,464","2,86,45,543","5,76,329","6,17,067","4,73,260","4,19,771","1,04,22,623","4,44,683","64,80,942","2,20,98,670","3,85,259","1,33,75,937","94,55,968","22,85,380","2,71,85,347","37,97,639","1,96,36,666","32,38,795"
20210623,"1,44,203","1,40,74,533","5,17,042","63,47,849","1,49,46,692","4,74,303","79,31,019","1,58,435","1,73,499","67,98,262","8,04,407","2,34,78,034","80,63,368","31,83,966","41,14,593","61,21,095","2,04,77,189","1,28,14,385","2,03,709","52,790","1,79,31,217","2,92,92,642","5,82,626","6,29,702","4,96,257","4,30,608","1,07,52,263","4,53,715","65,64,439","2,24,71,201","3,97,112","1,35,91,183","96,25,421","23,43,892","2,80,17,467","39,20,711","2,00,00,988","32,45,211"
20210624,"1,49,269","1,43,51,320","5,29,147","65,13,109","1,52,26,300","4,80,663","81,43,012","1,62,967","1,77,715","69,55,094","8,17,453","2,39,18,802","81,40,496","32,19,012","41,62,997","62,40,166","2,08,74,135","1,30,32,265","2,06,905","53,105","1,87,03,770","2,97,23,637","5,87,863","6,41,756","5,18,547","4,40,569","1,10,32,685","4,61,886","66,64,272","2,26,79,293","4,09,897","1,39,88,481","98,30,287","23,94,083","2,89,22,605","40,23,883","2,03,23,672","32,47,626"
20210625,"1,54,132","1,45,25,917","5,40,811","66,89,354","1,55,16,852","4,88,491","83,77,691","1,68,280","1,89,780","71,21,625","8,33,836","2,42,71,599","83,15,519","33,28,581","42,33,130","64,04,277","2,13,42,378","1,33,05,290","2,11,570","53,433","1,88,01,044","3,02,84,576","5,96,469","6,55,180","5,40,522","4,52,943","1,12,97,161","4,69,755","68,04,577","2,36,73,351","4,23,563","1,44,83,205","1,00,82,492","24,28,805","2,98,66,130","41,24,698","2,07,41,283","32,47,626"
20210626,"1,59,637","1,48,27,795","5,51,624","68,41,959","1,56,84,658","4,98,862","87,30,909","1,75,600","1,97,761","73,29,670","8,56,143","2,46,57,455","84,30,928","34,82,066","42,83,194","65,49,097","2,16,22,687","1,34,84,500","2,16,011","53,749","1,98,03,394","3,10,33,034","6,03,836","6,63,555","5,50,443","4,58,432","1,15,40,401","4,79,417","69,42,241","2,39,87,324","4,33,131","1,48,93,289","1,03,27,015","24,67,724","3,04,53,923","41,94,051","2,10,44,303","32,50,259"
20210627,"1,61,325","1,48,68,807","5,57,825","68,54,805","1,57,45,160","5,04,126","89,26,147","1,78,748","2,00,927","73,39,238","8,71,473","2,48,87,822","84,73,512","34,97,784","43,46,092","66,69,722","2,17,51,030","1,35,35,879","2,16,616","53,856","1,98,26,864","3,11,59,523","6,06,753","6,64,310","5,50,596","4,62,538","1,15,71,722","4,81,872","70,08,331","2,42,51,923","4,33,136","1,50,23,073","1,04,31,143","24,74,551","3,04,79,428","42,14,691","2,11,28,898","32,53,051"
20210628,"1,65,939","1,50,94,823","5,73,270","69,77,119","1,58,03,539","5,11,843","92,01,377","1,87,121","2,08,353","75,43,947","8,92,220","2,51,41,612","86,16,666","36,66,937","44,17,498","67,71,086","2,22,04,063","1,37,48,684","2,21,135","54,138","2,02,91,411","3,17,82,327","6,21,471","6,78,744","5,59,934","4,75,119","1,18,35,396","4,92,563","70,55,210","2,44,39,306","4,48,770","1,52,33,058","1,06,54,678","25,11,305","3,10,04,901","42,63,199","2,14,27,697","32,53,051"
20210629,"1,71,590","1,53,89,563","5,80,611","70,08,747","1,58,56,394","5,19,880","93,95,808","1,96,086","2,14,693","77,47,269","9,14,013","2,54,08,832","87,54,904","38,27,167","44,68,080","68,30,699","2,24,71,238","1,39,48,700","2,24,669","54,664","2,03,03,352","3,21,79,115","6,37,208","6,90,663","5,68,598","4,87,814","1,19,61,123","4,99,905","70,89,058","2,45,49,206","4,62,454","1,55,12,928","1,08,75,199","25,37,113","3,12,10,052","43,39,763","2,17,12,342","32,55,027"
20210630,"1,76,293","1,57,04,570","5,93,805","70,22,981","1,58,99,657","5,26,877","95,27,097","2,05,041","2,22,275","78,93,536","9,34,180","2,56,92,222","88,56,898","38,66,287","45,26,162","68,54,547","2,27,12,679","1,40,96,824","2,26,936","54,700","2,03,14,195","3,24,39,765","6,55,402","6,99,226","5,73,055","5,00,218","1,20,16,528","5,07,394","71,15,090","2,47,31,863","4,73,810","1,56,42,773","1,10,71,480","25,50,351","3,12,81,449","44,01,814","2,18,90,334","32,57,705"
20210701,"1,78,502","1,59,85,928","6,04,285","72,07,805","1,61,18,283","5,33,897","96,52,918","2,12,750","2,27,618","80,51,361","9,46,993","2,59,74,016","90,53,061","39,08,985","45,71,425","68,93,523","2,29,12,093","1,42,42,696","2,28,817","54,928","2,13,08,184","3,27,21,251","6,72,166","7,12,293","5,80,553","5,09,297","1,20,55,224","5,13,461","71,35,856","2,48,02,324","4,83,470","1,58,61,392","1,12,40,596","25,69,120","3,16,35,304","44,46,686","2,20,10,117","32,59,054"
20210702,"1,81,222","1,63,32,633","6,14,532","74,47,893","1,67,26,097","5,41,103","97,38,120","2,21,426","2,31,118","82,12,093","9,60,730","2,62,19,976","92,20,600","39,47,390","46,72,043","69,24,211","2,31,52,655","1,45,31,651","2,30,087","55,294","2,13,26,946","3,31,10,659","6,95,561","7,24,412","5,92,672","5,18,389","1,20,90,220","5,18,757","71,67,659","2,48,87,778","4,93,534","1,61,74,712","1,14,23,356","25,96,135","3,20,69,377","44,79,477","2,23,20,351","32,60,422"
20210703,"1,84,103","1,64,41,451","6,23,835","75,98,322","1,71,23,547","5,51,586","98,76,687","2,30,677","2,35,665","83,73,333","9,80,683","2,65,52,975","93,60,623","39,85,894","47,61,579","70,60,803","2,36,40,276","1,47,64,570","2,32,133","55,632","2,15,95,240","3,39,31,232","7,19,577","7,33,435","6,00,242","5,20,898","1,22,02,553","5,26,271","77,20,542","2,56,68,743","5,01,578","1,66,40,893","1,16,31,665","26,13,605","3,26,00,346","45,27,407","2,25,91,339","32,61,366"
20210704,"1,84,515","1,64,59,868","6,29,129","76,29,658","1,72,57,710","5,58,150","99,54,241","2,34,460","2,35,972","83,82,839","9,90,480","2,68,15,968","94,09,780","39,86,005","48,07,413","72,01,192","2,37,90,982","1,47,90,452","2,32,795","55,674","2,16,02,438","3,40,76,275","7,29,341","7,34,356","6,00,379","5,26,919","1,22,37,343","5,29,437","78,24,931","2,57,69,833","5,01,580","1,67,47,971","1,16,48,353","26,15,569","3,26,29,135","45,88,992","2,26,60,545","32,61,366"
20210705,"1,89,564","1,65,82,264","6,43,694","76,90,453","1,73,85,692","5,66,601","1,00,48,223","2,42,410","2,38,562","84,63,689","10,06,988","2,71,18,597","95,16,095","40,47,142","48,74,579","73,02,375","2,41,86,500","1,49,47,089","2,35,427","56,206","2,20,16,496","3,44,05,122","7,59,467","7,47,495","6,11,897","5,38,963","1,25,92,387","5,39,022","78,74,408","2,58,21,624","5,15,367","1,69,21,705","1,18,30,441","26,30,196","3,34,94,768","46,88,268","2,29,60,808","32,63,028"
20210706,"1,96,489","1,66,33,947","6,54,209","77,12,616","1,75,27,847","5,74,184","1,00,86,826","2,49,694","2,40,556","84,98,379","10,21,435","2,73,31,870","95,82,004","41,15,828","49,30,035","74,45,757","2,44,77,841","1,50,62,318","2,37,561","56,756","2,20,28,496","3,48,03,198","7,85,727","7,63,677","6,20,611","5,52,196","1,29,27,190","5,48,519","78,97,124","2,58,48,324","5,27,470","1,70,18,198","1,19,66,349","26,42,691","3,45,24,680","47,62,978","2,32,05,404","32,64,564"
20210707,"2,02,904","1,66,76,871","6,67,319","77,20,596","1,76,11,620","5,80,735","1,01,05,253","2,56,321","2,42,494","85,20,756","10,36,104","2,73,40,028","96,17,512","41,73,030","50,05,229","75,15,789","2,47,39,593","1,51,20,586","2,38,305","57,325","2,24,87,608","3,54,45,024","8,16,476","7,75,313","6,32,113","5,64,970","1,31,31,821","5,57,995","80,91,520","2,59,37,769","5,37,483","1,70,94,597","1,19,92,902","26,48,622","3,52,72,000","48,01,599","2,33,66,803","32,64,564"
20210708,"2,08,640","1,67,15,916","6,79,744","77,30,326","1,80,69,390","5,86,654","1,01,90,910","2,62,584","2,44,468","86,79,784","10,47,488","2,73,47,218","96,58,333","42,20,208","50,65,105","75,49,823","2,49,42,188","1,52,21,414","2,39,589","57,844","2,32,12,479","3,57,73,148","8,41,137","7,90,114","6,49,616","5,75,404","1,32,76,053","5,66,451","81,15,937","2,61,23,089","5,46,775","1,72,43,531","1,21,06,186","26,62,823","3,60,73,523","48,36,523","2,36,12,973","32,67,834"
20210709,"2,15,752","1,67,52,653","6,91,832","77,91,035","1,83,85,049","5,94,496","1,02,95,201","2,69,810","2,46,282","88,11,016","10,63,057","2,73,53,299","97,68,313","42,58,863","50,88,986","75,73,425","2,52,77,125","1,54,12,624","2,40,818","58,285","2,32,29,286","3,59,75,359","8,54,358","8,02,065","6,67,224","5,86,966","1,33,76,830","5,74,861","81,29,570","2,61,99,594","5,56,100","1,73,36,409","1,22,72,976","26,81,274","3,68,18,042","48,64,399","2,38,53,601","32,69,433"
20210710,"2,22,640","1,69,45,991","7,01,700","79,11,460","1,85,56,378","6,05,255","1,03,64,377","2,77,640","2,48,446","88,90,766","10,83,528","2,76,37,323","98,48,296","42,81,031","51,15,398","76,49,924","2,55,19,101","1,56,67,263","2,42,115","58,606","2,39,20,067","3,63,44,581","8,61,178","8,10,002","6,71,369","5,89,915","1,34,43,965","5,86,989","81,84,234","2,63,31,461","5,60,587","1,74,05,050","1,23,95,197","27,05,506","3,71,66,392","48,89,353","2,40,68,320","32,71,182"
20210711,"2,23,059","1,70,54,774","7,06,088","80,16,547","1,85,92,663","6,11,733","1,03,80,830","2,80,521","2,48,747","89,01,626","10,96,086","2,78,66,284","98,78,728","42,81,308","51,50,140","76,74,781","2,56,24,710","1,57,00,974","2,42,545","58,734","2,39,34,981","3,65,25,990","8,66,040","8,10,573","6,71,701","5,94,408","1,34,51,568","5,94,535","82,12,247","2,64,10,836","5,60,587","1,74,90,450","1,24,09,912","27,08,867","3,71,82,293","49,07,227","2,41,57,687","32,71,721"
20210712,"2,30,498","1,73,57,995","7,17,185","82,66,714","1,89,47,260","6,20,721","1,04,01,331","2,86,917","2,50,704","89,37,940","11,13,781","2,81,23,062","99,30,321","43,19,327","51,96,562","76,94,681","2,58,83,066","1,59,11,448","2,43,556","59,081","2,39,73,514","3,70,24,796","8,80,377","8,24,342","6,85,029","6,06,945","1,35,03,117","6,10,137","84,15,547","2,64,49,174","5,70,259","1,78,47,879","1,25,90,110","27,33,797","3,76,99,060","49,31,189","2,43,57,299","32,72,925"
20210713,"2,40,646","1,78,36,272","7,27,907","83,72,635","1,91,83,585","6,38,707","1,05,53,461","2,95,347","2,54,180","90,88,718","11,32,862","2,84,94,303","1,01,16,538","44,16,349","52,69,715","78,73,731","2,62,11,773","1,61,07,533","2,45,706","60,062","2,41,64,013","3,75,16,773","9,13,430","8,41,218","6,98,676","6,20,563","1,36,70,765","6,22,162","85,22,327","2,70,19,251","5,75,049","1,83,03,910","1,28,20,480","27,70,522","3,85,52,627","49,79,192","2,47,12,787","32,74,160"
20210714,"2,46,684","1,80,40,284","7,36,399","84,75,159","1,93,04,555","6,46,643","1,06,28,139","3,01,322","2,55,580","91,53,718","11,44,976","2,85,03,868","1,01,87,302","44,47,275","52,88,103","79,70,496","2,64,85,333","1,62,06,280","2,46,067","60,568","2,45,68,104","3,79,24,359","9,47,017","8,53,573","7,09,269","6,33,295","1,38,17,163","6,28,616","85,63,884","2,74,43,848","5,76,624","1,85,49,626","1,28,40,922","27,82,607","3,88,37,852","50,24,457","2,50,34,906","32,75,618"
20210715,"2,51,257","1,81,30,235","7,47,033","85,44,204","1,97,87,365","6,55,179","1,06,72,604","3,06,967","2,56,684","91,86,905","11,55,882","2,87,62,502","1,02,58,793","44,73,721","53,64,820","80,19,120","2,66,14,608","1,63,60,272","2,46,543","61,144","2,50,16,969","3,82,68,323","9,74,480","8,70,481","7,21,084","6,43,798","1,40,17,091","6,33,915","85,88,190","2,75,00,622","5,86,105","1,87,32,015","1,29,62,591","28,08,661","3,95,20,085","50,92,621","2,52,73,615","32,77,283"
20210716,"2,54,835","1,83,92,496","7,56,501","86,43,759","2,00,94,323","6,64,346","1,06,86,471","3,13,219","2,57,988","92,74,322","11,66,709","2,90,37,420","1,04,13,030","45,00,778","54,38,002","81,88,134","2,68,51,380","1,64,86,091","2,46,776","61,637","2,50,28,056","3,88,95,265","10,01,547","8,86,581","7,33,641","6,53,594","1,41,44,122","6,39,649","87,68,235","2,76,41,858","5,95,976","1,90,31,907","1,31,48,513","28,27,906","3,99,35,718","51,45,355","2,56,10,430","32,79,309"
